Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition
HSP08,36,Female,Heritage,Sequential,08,25,0,5,5,37,4,41,13,11,A,1,50,1,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,20,3,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,10,5,1,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,15,8,1,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,5,10,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,19,13,1,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,9,15,1,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,14,18,0,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,4,20,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,18,23,0,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,8,25,1,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,13,28,1,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,3,30,1,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,17,33,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,7,35,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,12,38,0,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,2,40,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,16,43,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,6,45,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,11,48,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
HSP10,28,Female,Heritage,Sequential,10,31,0,4,0,30,1,43,16,16,A,1,50,1,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,1,1,1,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,11,3,0,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,6,6,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,16,8,0,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,2,11,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,12,13,0,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,7,16,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,17,18,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,3,21,0,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,13,23,1,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,8,26,0,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,18,28,0,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,4,31,0,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,14,33,1,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,9,36,1,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,19,38,1,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,5,41,0,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,15,43,0,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,10,46,0,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
HSP11,26,Female,Heritage,Simultaneous,11,20,0,3,0,35,5,34,13,13,B,20,48,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,1,1,1,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,11,3,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,6,6,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,16,8,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,2,11,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,12,13,1,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,7,16,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,17,18,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,3,21,1,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,13,23,1,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,8,26,1,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,18,28,1,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,4,31,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,14,33,1,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,9,36,1,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,19,38,1,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,5,41,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,15,43,1,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,10,46,1,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
HSP12,30,Male,Heritage,Sequential,12,18,0,7,0,35,4,42,19,19,B,20,48,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,20,3,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,10,5,0,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,15,8,0,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,5,10,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,19,13,0,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,9,15,0,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,14,18,0,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,4,20,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,18,23,0,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,8,25,0,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,13,28,0,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,3,30,1,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,17,33,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,7,35,0,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,12,38,0,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,2,40,0,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,16,43,0,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,6,45,0,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,11,48,0,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
HSP13,34,Female,Heritage,Simultaneous,13,27,0,0,1.33,36,4,42,19,19,A,1,50,0,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,1,1,0,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,11,3,0,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,6,6,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,16,8,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,2,11,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,12,13,0,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,7,16,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,17,18,0,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,3,21,0,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,13,23,0,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,8,26,0,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,18,28,1,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,4,31,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,14,33,1,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,9,36,1,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,19,38,0,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,5,41,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,15,43,1,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,10,46,0,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
HSP14,39,Female,Heritage,Simultaneous,14,20,0,0,0.08,34,4,28,13,16,B,20,48,0,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,1,1,0,permitir,935997,,,0,Canonical,tomar,506707,Mood,Subjunctive,FCT,A,[+F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,11,3,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,6,6,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,16,8,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,2,11,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,12,13,0,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,7,16,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,17,18,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,3,21,0,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,13,23,1,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,8,26,0,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,18,28,1,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,4,31,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,14,33,0,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,9,36,0,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,19,38,0,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,5,41,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,15,43,1,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,10,46,0,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
HSP15,41,Male,Heritage,Simultaneous,15,21,0,0,0.814,27,3,37,11,11,B,20,48,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,20,3,1,valorar,113028,,,1,Canonical,viajar,78141,Mood,Subjunctive,FCT,D,[–F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,10,5,1,pedir,432187,,,0,Canonical,tratar,590952,Mood,Subjunctive,FCT,B,[+F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,15,8,1,desear,148807,,,1,Canonical,robar,28182,Mood,Subjunctive,FCT,C,[–F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,5,10,1,esperar,1409514,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,A,[+F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,19,13,1,ordenar,65158,,,1,Canonical,prestar,73724,Mood,Subjunctive,FCT,D,[–F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,9,15,1,necesitar,593469,,,1,Canonical,enviar,766523,Mood,Subjunctive,FCT,B,[+F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,14,18,1,conseguir,129144,,,0,Canonical,viajar,78141,Mood,Subjunctive,FCT,C,[–F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,4,20,1,querer,1263949,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,A,[+F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,18,23,1,sugerir,88224,,,0,Canonical,atar,15876,Mood,Subjunctive,FCT,D,[–F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,8,25,1,permitir,935997,,,0,Canonical,quedar,947469,Mood,Subjunctive,FCT,B,[+F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,13,28,0,valorar,113028,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,C,[–F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,3,30,0,necesitar,593469,,,1,Canonical,tratar,590952,Mood,Subjunctive,FCT,A,[+F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,17,33,1,conseguir,129144,,,0,Canonical,robar,28182,Mood,Subjunctive,FCT,D,[–F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,7,35,1,esperar,1409514,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,B,[+F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,12,38,1,ordenar,65158,,,1,Canonical,atar,15876,Mood,Subjunctive,FCT,C,[–F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,2,40,1,pedir,432187,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,A,[+F/+F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,16,43,1,desear,148807,,,1,Canonical,bailar,29935,Mood,Subjunctive,FCT,D,[–F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,6,45,1,querer,1263949,,,0,Canonical,dejar,696519,Mood,Subjunctive,FCT,B,[+F/–F]
HSP16,43,Female,Heritage,Sequential,16,21,0,3,0.333,40,5,31,18,17,A,11,48,1,sugerir,88224,,,0,Canonical,prestar,73724,Mood,Subjunctive,FCT,C,[–F/+F]
